ID_Empleado,Periodo_Evaluacion,Score_Desempeno,Score_Potencial
EMP-0219,Periodo_2025,3,Medio
EMP-0220,Periodo_2023,4,Bajo
EMP-0220,Periodo_2024,3,Medio
EMP-0220,Periodo_2025,5,Alto
EMP-0221,Periodo_2023,3,Medio
EMP-0221,Periodo_2024,2,Bajo
EMP-0221,Periodo_2025,3,Medio
EMP-0222,Periodo_2023,3,Medio
EMP-0222,Periodo_2024,4,Medio
EMP-0222,Periodo_2025,4,Bajo
EMP-0223,Periodo_2023,4,Alto
EMP-0223,Periodo_2024,2,Medio
EMP-0223,Periodo_2025,5,Medio
EMP-0224,Periodo_2023,3,Bajo
EMP-0224,Periodo_2024,3,Medio
EMP-0224,Periodo_2025,2,Medio
EMP-0225,Periodo_2023,2,Medio
EMP-0225,Periodo_2024,5,Medio
EMP-0225,Periodo_2025,3,Medio
EMP-0226,Periodo_2023,2,Alto
EMP-0226,Periodo_2024,1,Bajo
EMP-0226,Periodo_2025,2,Medio
EMP-0227,Periodo_2023,3,Bajo
EMP-0227,Periodo_2024,4,Medio
EMP-0227,Periodo_2025,2,Medio
EMP-0228,Periodo_2023,3,Medio
EMP-0228,Periodo_2024,3,Medio
EMP-0228,Periodo_2025,3,Bajo
EMP-0229,Periodo_2023,1,Medio
EMP-0229,Periodo_2024,1,Medio
EMP-0229,Periodo_2025,2,Medio
EMP-0230,Periodo_2023,3,Bajo
EMP-0230,Periodo_2024,3,Medio
EMP-0230,Periodo_2025,3,Medio
EMP-0231,Periodo_2023,2,Medio
EMP-0231,Periodo_2024,2,Medio
EMP-0231,Periodo_2025,4,Bajo
EMP-0232,Periodo_2023,3,Medio
EMP-0232,Periodo_2024,2,Bajo
EMP-0232,Periodo_2025,4,Medio
EMP-0233,Periodo_2023,5,Medio
EMP-0233,Periodo_2024,1,Medio
EMP-0233,Periodo_2025,3,Alto
EMP-0234,Periodo_2023,4,Medio
EMP-0234,Periodo_2024,1,Medio
EMP-0234,Periodo_2025,1,Alto
EMP-0235,Periodo_2023,4,Alto
EMP-0235,Periodo_2024,2,Medio
EMP-0235,Periodo_2025,3,Medio
EMP-0236,Periodo_2023,3,Medio
EMP-0236,Periodo_2024,2,Alto
EMP-0236,Periodo_2025,1,Bajo
EMP-0237,Periodo_2023,3,Medio
EMP-0237,Periodo_2024,3,Bajo
EMP-0237,Periodo_2025,5,Alto
EMP-0238,Periodo_2023,2,Bajo
EMP-0238,Periodo_2024,3,Medio
EMP-0238,Periodo_2025,3,Bajo
EMP-0239,Periodo_2023,3,Medio
EMP-0239,Periodo_2024,3,Medio
EMP-0239,Periodo_2025,5,Bajo
EMP-0240,Periodo_2023,3,Bajo
EMP-0240,Periodo_2024,3,Bajo
EMP-0240,Periodo_2025,3,Alto
EMP-0241,Periodo_2023,3,Medio
EMP-0241,Periodo_2024,1,Medio
EMP-0241,Periodo_2025,2,Medio
EMP-0242,Periodo_2023,3,Alto
EMP-0242,Periodo_2024,2,Medio
EMP-0242,Periodo_2025,1,Medio
EMP-0243,Periodo_2023,3,Alto
EMP-0243,Periodo_2024,3,Medio
EMP-0243,Periodo_2025,3,Bajo
EMP-0244,Periodo_2023,4,Alto
EMP-0244,Periodo_2024,4,Medio
EMP-0244,Periodo_2025,3,Medio
EMP-0245,Periodo_2023,3,Bajo
EMP-0245,Periodo_2024,2,Medio
EMP-0245,Periodo_2025,1,Medio
EMP-0246,Periodo_2023,4,Medio
EMP-0246,Periodo_2024,4,Medio
EMP-0246,Periodo_2025,3,Medio
EMP-0247,Periodo_2023,2,Medio
EMP-0247,Periodo_2024,4,Medio
EMP-0247,Periodo_2025,2,Medio
EMP-0248,Periodo_2023,3,Medio
EMP-0248,Periodo_2024,3,Medio
EMP-0248,Periodo_2025,3,Alto
EMP-0249,Periodo_2023,3,Alto
EMP-0249,Periodo_2024,3,Bajo
EMP-0249,Periodo_2025,4,Medio
EMP-0250,Periodo_2023,4,Medio
EMP-0250,Periodo_2024,5,Bajo
EMP-0250,Periodo_2025,1,Medio
EMP-0251,Periodo_2023,4,Medio
EMP-0251,Periodo_2024,2,Medio
EMP-0251,Periodo_2025,1,Medio
EMP-0252,Periodo_2023,3,Medio
EMP-0252,Periodo_2024,3,Alto
EMP-0252,Periodo_2025,2,Medio
EMP-0253,Periodo_2023,3,Medio
EMP-0253,Periodo_2024,3,Alto
EMP-0253,Periodo_2025,4,Bajo
EMP-0254,Periodo_2023,2,Medio
EMP-0254,Periodo_2024,4,Bajo
EMP-0254,Periodo_2025,2,Medio
EMP-0255,Periodo_2023,4,Bajo
EMP-0255,Periodo_2024,3,Medio
EMP-0255,Periodo_2025,5,Medio
EMP-0256,Periodo_2023,4,Medio
EMP-0256,Periodo_2024,1,Medio
EMP-0256,Periodo_2025,2,Medio
EMP-0257,Periodo_2023,3,Bajo
EMP-0257,Periodo_2024,3,Medio
EMP-0257,Periodo_2025,3,Medio
EMP-0258,Periodo_2023,3,Alto
EMP-0258,Periodo_2024,3,Medio
EMP-0258,Periodo_2025,2,Bajo
EMP-0259,Periodo_2023,3,Medio
EMP-0259,Periodo_2024,3,Medio
EMP-0259,Periodo_2025,1,Medio
EMP-0260,Periodo_2023,2,Bajo
EMP-0260,Periodo_2024,4,Medio
EMP-0260,Periodo_2025,3,Medio
EMP-0261,Periodo_2023,3,Bajo
EMP-0261,Periodo_2024,3,Medio
EMP-0261,Periodo_2025,1,Alto
EMP-0262,Periodo_2023,3,Medio
EMP-0262,Periodo_2024,1,Bajo
EMP-0262,Periodo_2025,2,Medio
EMP-0263,Periodo_2023,4,Medio
EMP-0263,Periodo_2024,4,Alto
EMP-0263,Periodo_2025,3,Alto
EMP-0264,Periodo_2023,5,Medio
EMP-0264,Periodo_2024,2,Medio
EMP-0264,Periodo_2025,3,Medio
EMP-0265,Periodo_2023,3,Medio
EMP-0265,Periodo_2024,4,Bajo
EMP-0265,Periodo_2025,3,Bajo
EMP-0266,Periodo_2023,3,Alto
EMP-0266,Periodo_2024,3,Medio
EMP-0266,Periodo_2025,2,Medio
EMP-0267,Periodo_2023,5,Medio
EMP-0267,Periodo_2024,5,Medio
EMP-0267,Periodo_2025,3,Alto
EMP-0268,Periodo_2023,2,Bajo
EMP-0268,Periodo_2024,4,Medio
EMP-0268,Periodo_2025,4,Bajo
EMP-0269,Periodo_2023,5,Medio
EMP-0269,Periodo_2024,5,Medio
EMP-0269,Periodo_2025,3,Alto
EMP-0270,Periodo_2023,3,Alto
EMP-0270,Periodo_2024,3,Medio
EMP-0270,Periodo_2025,5,Alto
EMP-0271,Periodo_2023,3,Bajo
EMP-0271,Periodo_2024,4,Alto
EMP-0271,Periodo_2025,3,Medio
EMP-0272,Periodo_2023,3,Bajo
EMP-0272,Periodo_2024,4,Medio
EMP-0272,Periodo_2025,3,Medio
EMP-0273,Periodo_2023,3,Medio
EMP-0273,Periodo_2024,5,Medio
EMP-0273,Periodo_2025,4,Bajo
EMP-0274,Periodo_2023,4,Medio
EMP-0274,Periodo_2024,2,Bajo
EMP-0274,Periodo_2025,3,Alto
EMP-0275,Periodo_2023,3,Medio
EMP-0275,Periodo_2024,3,Medio
EMP-0275,Periodo_2025,2,Medio
EMP-0276,Periodo_2023,4,Alto
EMP-0276,Periodo_2024,3,Medio
EMP-0276,Periodo_2025,4,Medio
EMP-0277,Periodo_2023,4,Medio
EMP-0277,Periodo_2024,3,Alto
EMP-0277,Periodo_2025,2,Medio
EMP-0278,Periodo_2023,3,Medio
EMP-0278,Periodo_2024,3,Medio
EMP-0278,Periodo_2025,3,Medio
EMP-0279,Periodo_2023,5,Medio
EMP-0279,Periodo_2024,1,Medio
EMP-0279,Periodo_2025,2,Alto
EMP-0280,Periodo_2023,3,Medio
EMP-0280,Periodo_2024,4,Alto
EMP-0280,Periodo_2025,3,Alto
EMP-0281,Periodo_2023,3,Bajo
EMP-0281,Periodo_2024,1,Alto
EMP-0281,Periodo_2025,2,Medio
EMP-0282,Periodo_2023,5,Bajo
EMP-0282,Periodo_2024,4,Alto
EMP-0282,Periodo_2025,5,Medio
EMP-0283,Periodo_2023,3,Alto
EMP-0283,Periodo_2024,3,Medio
EMP-0283,Periodo_2025,4,Medio
EMP-0284,Periodo_2023,5,Medio
EMP-0284,Periodo_2024,1,Bajo
EMP-0284,Periodo_2025,2,Medio
EMP-0285,Periodo_2023,4,Bajo
EMP-0285,Periodo_2024,2,Alto
EMP-0285,Periodo_2025,2,Medio
EMP-0286,Periodo_2023,5,Medio
EMP-0286,Periodo_2024,5,Medio
EMP-0286,Periodo_2025,4,Medio
EMP-0287,Periodo_2023,3,Alto
EMP-0287,Periodo_2024,3,Medio
EMP-0287,Periodo_2025,1,Alto
EMP-0288,Periodo_2023,4,Alto
EMP-0288,Periodo_2024,4,Medio
EMP-0288,Periodo_2025,2,Medio
EMP-0289,Periodo_2023,3,Medio
EMP-0289,Periodo_2024,3,Medio
EMP-0289,Periodo_2025,3,Alto
EMP-0290,Periodo_2023,3,Medio
EMP-0290,Periodo_2024,2,Medio
EMP-0290,Periodo_2025,3,Medio
EMP-0291,Periodo_2023,3,Bajo
EMP-0291,Periodo_2024,3,Alto
EMP-0291,Periodo_2025,3,Medio
EMP-0292,Periodo_2023,3,Medio
EMP-0292,Periodo_2024,2,Medio
EMP-0292,Periodo_2025,4,Medio
EMP-0293,Periodo_2023,2,Medio
EMP-0293,Periodo_2024,3,Medio
EMP-0293,Periodo_2025,3,Medio
EMP-0294,Periodo_2023,3,Bajo
EMP-0294,Periodo_2024,3,Medio
EMP-0294,Periodo_2025,3,Medio
EMP-0295,Periodo_2023,4,Medio
EMP-0295,Periodo_2024,3,Medio
EMP-0295,Periodo_2025,4,Bajo
EMP-0296,Periodo_2023,5,Medio
EMP-0296,Periodo_2024,3,Medio
EMP-0296,Periodo_2025,1,Medio
EMP-0297,Periodo_2023,3,Bajo
EMP-0297,Periodo_2024,3,Medio
EMP-0297,Periodo_2025,1,Medio
EMP-0298,Periodo_2023,2,Alto
EMP-0298,Periodo_2024,3,Medio
EMP-0298,Periodo_2025,3,Medio
EMP-0299,Periodo_2023,4,Medio
EMP-0299,Periodo_2024,3,Medio
EMP-0299,Periodo_2025,3,Bajo
EMP-0300,Periodo_2023,2,Medio
EMP-0300,Periodo_2024,4,Alto
EMP-0300,Periodo_2025,1,Medio
EMP-0301,Periodo_2023,3,Alto
EMP-0301,Periodo_2024,4,Medio
EMP-0301,Periodo_2025,4,Medio
EMP-0302,Periodo_2023,2,Medio
EMP-0302,Periodo_2024,3,Bajo
EMP-0302,Periodo_2025,3,Bajo
EMP-0303,Periodo_2023,3,Alto
EMP-0303,Periodo_2024,2,Bajo
EMP-0303,Periodo_2025,1,Medio
EMP-0304,Periodo_2023,3,Medio
EMP-0304,Periodo_2024,3,Medio
EMP-0304,Periodo_2025,5,Alto
EMP-0305,Periodo_2023,2,Medio
EMP-0305,Periodo_2024,2,Medio
EMP-0305,Periodo_2025,1,Medio
EMP-0306,Periodo_2023,3,Alto
EMP-0306,Periodo_2024,4,Medio
EMP-0306,Periodo_2025,5,Medio
EMP-0307,Periodo_2023,5,Medio
EMP-0307,Periodo_2024,5,Bajo
EMP-0307,Periodo_2025,1,Medio
EMP-0308,Periodo_2023,5,Bajo
EMP-0308,Periodo_2024,1,Medio
EMP-0308,Periodo_2025,4,Medio
EMP-0309,Periodo_2023,3,Bajo
EMP-0309,Periodo_2024,2,Medio
EMP-0309,Periodo_2025,2,Medio
EMP-0310,Periodo_2023,3,Alto
EMP-0310,Periodo_2024,3,Medio
EMP-0310,Periodo_2025,4,Medio
EMP-0311,Periodo_2023,4,Bajo
EMP-0311,Periodo_2024,3,Bajo
EMP-0311,Periodo_2025,1,Medio
EMP-0312,Periodo_2023,5,Alto
EMP-0312,Periodo_2024,3,Bajo
EMP-0312,Periodo_2025,3,Medio
EMP-0313,Periodo_2023,4,Medio
EMP-0313,Periodo_2024,4,Medio
EMP-0313,Periodo_2025,3,Alto
EMP-0314,Periodo_2023,2,Bajo
EMP-0314,Periodo_2024,4,Medio
EMP-0314,Periodo_2025,1,Alto
EMP-0315,Periodo_2023,4,Medio
EMP-0315,Periodo_2024,4,Medio
EMP-0315,Periodo_2025,5,Bajo
EMP-0316,Periodo_2023,3,Medio
EMP-0316,Periodo_2024,3,Medio
EMP-0316,Periodo_2025,5,Medio
EMP-0317,Periodo_2023,3,Medio
EMP-0317,Periodo_2024,5,Medio
EMP-0317,Periodo_2025,3,Medio
EMP-0318,Periodo_2023,3,Bajo
EMP-0318,Periodo_2024,5,Medio
EMP-0318,Periodo_2025,3,Alto
EMP-0319,Periodo_2023,3,Medio
EMP-0319,Periodo_2024,2,Alto
EMP-0319,Periodo_2025,3,Medio
EMP-0320,Periodo_2023,1,Medio
EMP-0320,Periodo_2024,3,Alto
EMP-0320,Periodo_2025,2,Medio
EMP-0321,Periodo_2023,1,Bajo
EMP-0321,Periodo_2024,3,Medio
EMP-0321,Periodo_2025,4,Alto
EMP-0322,Periodo_2023,5,Bajo
EMP-0322,Periodo_2024,4,Medio
EMP-0322,Periodo_2025,4,Bajo
EMP-0323,Periodo_2023,3,Bajo
EMP-0323,Periodo_2024,2,Bajo
EMP-0323,Periodo_2025,1,Medio
EMP-0324,Periodo_2023,4,Medio
EMP-0324,Periodo_2024,3,Bajo
EMP-0324,Periodo_2025,3,Alto
EMP-0325,Periodo_2023,1,Medio
EMP-0325,Periodo_2024,1,Medio
EMP-0325,Periodo_2025,1,Bajo
EMP-0326,Periodo_2023,2,Medio
EMP-0326,Periodo_2024,3,Medio
EMP-0326,Periodo_2025,2,Bajo
EMP-0327,Periodo_2023,2,Alto
EMP-0327,Periodo_2024,3,Medio
EMP-0327,Periodo_2025,3,Medio
EMP-0328,Periodo_2023,1,Medio
EMP-0328,Periodo_2024,3,Alto
EMP-0328,Periodo_2025,4,Medio
EMP-0329,Periodo_2023,3,Bajo
EMP-0329,Periodo_2024,3,Alto
EMP-0329,Periodo_2025,2,Alto
EMP-0330,Periodo_2023,3,Medio
EMP-0330,Periodo_2024,2,Medio
EMP-0330,Periodo_2025,3,Medio
EMP-0331,Periodo_2023,3,Bajo
EMP-0331,Periodo_2024,3,Medio
EMP-0331,Periodo_2025,4,Medio
EMP-0332,Periodo_2023,3,Medio
EMP-0332,Periodo_2024,2,Medio
EMP-0332,Periodo_2025,1,Bajo
EMP-0333,Periodo_2023,3,Medio
EMP-0333,Periodo_2024,2,Bajo
EMP-0333,Periodo_2025,3,Bajo
EMP-0334,Periodo_2023,4,Medio
EMP-0334,Periodo_2024,5,Bajo
EMP-0334,Periodo_2025,3,Medio
EMP-0335,Periodo_2023,3,Medio
EMP-0335,Periodo_2024,3,Medio
EMP-0335,Periodo_2025,1,Medio
EMP-0336,Periodo_2023,2,Alto
EMP-0336,Periodo_2024,3,Bajo
EMP-0336,Periodo_2025,2,Alto
EMP-0337,Periodo_2023,4,Medio
EMP-0337,Periodo_2024,3,Medio
EMP-0337,Periodo_2025,1,Bajo
EMP-0338,Periodo_2023,3,Medio
EMP-0338,Periodo_2024,2,Medio
EMP-0338,Periodo_2025,3,Medio
EMP-0339,Periodo_2023,2,Medio
EMP-0339,Periodo_2024,3,Medio
EMP-0339,Periodo_2025,2,Medio
EMP-0340,Periodo_2023,5,Medio
EMP-0340,Periodo_2024,3,Medio
EMP-0340,Periodo_2025,3,Medio
EMP-0341,Periodo_2023,2,Medio
EMP-0341,Periodo_2024,3,Bajo
EMP-0341,Periodo_2025,4,Medio
EMP-0342,Periodo_2023,3,Medio
EMP-0342,Periodo_2024,3,Medio
EMP-0342,Periodo_2025,4,Alto
EMP-0343,Periodo_2023,3,Medio
EMP-0343,Periodo_2024,4,Medio
EMP-0343,Periodo_2025,2,Bajo
EMP-0344,Periodo_2023,4,Medio
EMP-0344,Periodo_2024,3,Medio
EMP-0344,Periodo_2025,2,Medio
EMP-0345,Periodo_2023,2,Medio
EMP-0345,Periodo_2024,3,Medio
EMP-0345,Periodo_2025,3,Bajo
EMP-0346,Periodo_2023,3,Bajo
EMP-0346,Periodo_2024,3,Alto
EMP-0346,Periodo_2025,3,Medio
EMP-0347,Periodo_2023,3,Bajo
EMP-0347,Periodo_2024,3,Medio
EMP-0347,Periodo_2025,2,Alto
EMP-0348,Periodo_2023,3,Bajo
EMP-0348,Periodo_2024,2,Medio
EMP-0348,Periodo_2025,1,Medio
EMP-0349,Periodo_2023,4,Medio
EMP-0349,Periodo_2024,4,Alto
EMP-0349,Periodo_2025,5,Bajo
EMP-0350,Periodo_2023,3,Bajo
EMP-0350,Periodo_2024,4,Alto
EMP-0350,Periodo_2025,3,Medio
EMP-0351,Periodo_2023,4,Bajo
EMP-0351,Periodo_2024,3,Medio
EMP-0351,Periodo_2025,3,Medio
EMP-0352,Periodo_2023,3,Medio
EMP-0352,Periodo_2024,1,Medio
EMP-0352,Periodo_2025,1,Alto
EMP-0353,Periodo_2023,3,Alto
EMP-0353,Periodo_2024,4,Medio
EMP-0353,Periodo_2025,3,Medio
EMP-0354,Periodo_2023,3,Bajo
EMP-0354,Periodo_2024,5,Medio
EMP-0354,Periodo_2025,5,Medio
EMP-0355,Periodo_2023,2,Medio
EMP-0355,Periodo_2024,3,Medio
EMP-0355,Periodo_2025,3,Alto
EMP-0356,Periodo_2023,3,Medio
EMP-0356,Periodo_2024,3,Medio
EMP-0356,Periodo_2025,3,Medio
EMP-0357,Periodo_2023,3,Medio
EMP-0357,Periodo_2024,3,Medio
EMP-0357,Periodo_2025,5,Bajo
EMP-0358,Periodo_2023,3,Bajo
EMP-0358,Periodo_2024,1,Alto
EMP-0358,Periodo_2025,3,Medio
EMP-0359,Periodo_2023,4,Alto
EMP-0359,Periodo_2024,3,Alto
EMP-0359,Periodo_2025,3,Medio
EMP-0360,Periodo_2023,4,Bajo
EMP-0360,Periodo_2024,4,Bajo
EMP-0360,Periodo_2025,4,Medio
EMP-0361,Periodo_2023,3,Bajo
EMP-0361,Periodo_2024,4,Bajo
EMP-0361,Periodo_2025,3,Medio
EMP-0362,Periodo_2023,3,Alto
EMP-0362,Periodo_2024,1,Medio
EMP-0362,Periodo_2025,2,Medio
EMP-0363,Periodo_2023,2,Medio
EMP-0363,Periodo_2024,5,Bajo
EMP-0363,Periodo_2025,2,Alto
EMP-0364,Periodo_2023,1,Medio
EMP-0364,Periodo_2024,3,Medio
EMP-0364,Periodo_2025,3,Alto
EMP-0365,Periodo_2023,3,Medio
EMP-0365,Periodo_2024,3,Medio
EMP-0365,Periodo_2025,1,Medio
EMP-0366,Periodo_2023,3,Medio
EMP-0366,Periodo_2024,5,Medio
EMP-0366,Periodo_2025,5,Medio
EMP-0367,Periodo_2023,4,Medio
EMP-0367,Periodo_2024,5,Alto
EMP-0367,Periodo_2025,4,Alto
EMP-0368,Periodo_2023,1,Medio
EMP-0368,Periodo_2024,3,Medio
EMP-0368,Periodo_2025,5,Bajo
EMP-0369,Periodo_2023,4,Medio
EMP-0369,Periodo_2024,3,Medio
EMP-0369,Periodo_2025,3,Bajo
EMP-0370,Periodo_2023,3,Medio
EMP-0370,Periodo_2024,1,Alto
EMP-0370,Periodo_2025,3,Medio
EMP-0371,Periodo_2023,3,Medio
EMP-0371,Periodo_2024,3,Medio
EMP-0371,Periodo_2025,4,Bajo
EMP-0372,Periodo_2023,5,Medio
EMP-0372,Periodo_2024,3,Alto
EMP-0372,Periodo_2025,3,Medio
EMP-0373,Periodo_2023,3,Bajo
EMP-0373,Periodo_2024,5,Medio
EMP-0373,Periodo_2025,3,Alto
EMP-0374,Periodo_2023,3,Medio
EMP-0374,Periodo_2024,4,Medio
EMP-0374,Periodo_2025,2,Bajo
EMP-0375,Periodo_2023,5,Medio
EMP-0375,Periodo_2024,3,Medio
EMP-0375,Periodo_2025,3,Medio
EMP-0376,Periodo_2023,5,Medio
EMP-0376,Periodo_2024,2,Medio
EMP-0376,Periodo_2025,1,Alto
EMP-0377,Periodo_2023,3,Medio
EMP-0377,Periodo_2024,5,Medio
EMP-0377,Periodo_2025,3,Bajo
EMP-0378,Periodo_2023,5,Medio
EMP-0378,Periodo_2024,3,Alto
EMP-0378,Periodo_2025,3,Medio
EMP-0379,Periodo_2023,4,Medio
EMP-0379,Periodo_2024,3,Bajo
EMP-0379,Periodo_2025,2,Medio
EMP-0380,Periodo_2023,4,Medio
EMP-0380,Periodo_2024,4,Medio
EMP-0380,Periodo_2025,4,Bajo
EMP-0381,Periodo_2023,3,Medio
EMP-0381,Periodo_2024,3,Medio
EMP-0381,Periodo_2025,5,Medio
EMP-0382,Periodo_2023,5,Medio
EMP-0382,Periodo_2024,3,Medio
EMP-0382,Periodo_2025,3,Medio
EMP-0383,Periodo_2023,3,Alto
EMP-0383,Periodo_2024,3,Medio
EMP-0383,Periodo_2025,1,Alto
EMP-0384,Periodo_2023,3,Alto
EMP-0384,Periodo_2024,3,Medio
EMP-0384,Periodo_2025,4,Medio
EMP-0385,Periodo_2023,3,Medio
EMP-0385,Periodo_2024,3,Alto
EMP-0385,Periodo_2025,2,Medio
EMP-0386,Periodo_2023,2,Bajo
EMP-0386,Periodo_2024,3,Bajo
EMP-0386,Periodo_2025,3,Medio
EMP-0387,Periodo_2023,3,Bajo
EMP-0387,Periodo_2024,3,Alto
EMP-0387,Periodo_2025,4,Alto
EMP-0388,Periodo_2023,1,Medio
EMP-0388,Periodo_2024,3,Medio
EMP-0388,Periodo_2025,4,Medio
EMP-0389,Periodo_2023,3,Medio
EMP-0389,Periodo_2024,3,Medio
EMP-0389,Periodo_2025,3,Alto
EMP-0390,Periodo_2023,3,Medio
EMP-0390,Periodo_2024,3,Medio
EMP-0390,Periodo_2025,2,Bajo
EMP-0391,Periodo_2023,3,Medio
EMP-0391,Periodo_2024,3,Medio
EMP-0391,Periodo_2025,4,Alto
EMP-0392,Periodo_2023,3,Medio
EMP-0392,Periodo_2024,3,Bajo
EMP-0392,Periodo_2025,5,Medio
EMP-0393,Periodo_2023,3,Medio
EMP-0393,Periodo_2024,1,Alto
EMP-0393,Periodo_2025,3,Medio
EMP-0394,Periodo_2023,1,Medio
EMP-0394,Periodo_2024,2,Medio
EMP-0394,Periodo_2025,4,Bajo
EMP-0395,Periodo_2023,3,Medio
EMP-0395,Periodo_2024,4,Medio
EMP-0395,Periodo_2025,3,Medio
EMP-0396,Periodo_2023,4,Medio
EMP-0396,Periodo_2024,2,Bajo
EMP-0396,Periodo_2025,1,Alto
EMP-0397,Periodo_2023,4,Medio
EMP-0397,Periodo_2024,3,Bajo
EMP-0397,Periodo_2025,5,Medio
EMP-0398,Periodo_2023,4,Medio
EMP-0398,Periodo_2024,4,Alto
EMP-0398,Periodo_2025,1,Alto
EMP-0399,Periodo_2023,4,Medio
EMP-0399,Periodo_2024,4,Medio
EMP-0399,Periodo_2025,4,Medio
EMP-0400,Periodo_2023,3,Bajo
EMP-0400,Periodo_2024,4,Alto
EMP-0400,Periodo_2025,3,Medio
EMP-0401,Periodo_2023,4,Medio
EMP-0401,Periodo_2024,3,Medio
EMP-0401,Periodo_2025,1,Bajo
EMP-0402,Periodo_2023,4,Medio
EMP-0402,Periodo_2024,4,Medio
EMP-0402,Periodo_2025,1,Medio
EMP-0403,Periodo_2023,3,Medio
EMP-0403,Periodo_2024,3,Medio
EMP-0403,Periodo_2025,3,Bajo
EMP-0404,Periodo_2023,3,Medio
EMP-0404,Periodo_2024,2,Medio
EMP-0404,Periodo_2025,2,Alto
EMP-0405,Periodo_2023,3,Medio
EMP-0405,Periodo_2024,4,Medio
EMP-0405,Periodo_2025,3,Medio
EMP-0406,Periodo_2023,3,Medio
EMP-0406,Periodo_2024,3,Alto
EMP-0406,Periodo_2025,2,Bajo
EMP-0407,Periodo_2023,3,Medio
EMP-0407,Periodo_2024,3,Alto
EMP-0407,Periodo_2025,5,Medio
EMP-0408,Periodo_2023,3,Alto
EMP-0408,Periodo_2024,3,Bajo
EMP-0408,Periodo_2025,3,Medio
EMP-0409,Periodo_2023,2,Medio
EMP-0409,Periodo_2024,3,Medio
EMP-0409,Periodo_2025,2,Medio
EMP-0410,Periodo_2023,3,Medio
EMP-0410,Periodo_2024,3,Medio
EMP-0410,Periodo_2025,4,Alto
EMP-0411,Periodo_2023,5,Bajo
EMP-0411,Periodo_2024,1,Medio
EMP-0411,Periodo_2025,2,Alto
EMP-0412,Periodo_2023,4,Medio
EMP-0412,Periodo_2024,1,Alto
EMP-0412,Periodo_2025,2,Bajo
EMP-0413,Periodo_2023,4,Medio
EMP-0413,Periodo_2024,2,Medio
EMP-0413,Periodo_2025,2,Medio
EMP-0414,Periodo_2023,3,Alto
EMP-0414,Periodo_2024,3,Medio
EMP-0414,Periodo_2025,2,Medio
EMP-0415,Periodo_2023,3,Medio
EMP-0415,Periodo_2024,3,Medio
EMP-0415,Periodo_2025,4,Medio
EMP-0416,Periodo_2023,2,Medio
EMP-0416,Periodo_2024,3,Bajo
EMP-0416,Periodo_2025,3,Medio
EMP-0417,Periodo_2023,5,Medio
EMP-0417,Periodo_2024,2,Medio
EMP-0417,Periodo_2025,3,Medio
EMP-0418,Periodo_2023,3,Alto
EMP-0418,Periodo_2024,4,Bajo
EMP-0418,Periodo_2025,4,Medio
EMP-0419,Periodo_2023,3,Alto
EMP-0419,Periodo_2024,4,Bajo
EMP-0419,Periodo_2025,1,Medio
EMP-0420,Periodo_2023,3,Alto
EMP-0420,Periodo_2024,2,Medio
EMP-0420,Periodo_2025,3,Bajo
EMP-0421,Periodo_2023,4,Alto
EMP-0421,Periodo_2024,3,Bajo
EMP-0421,Periodo_2025,2,Medio
EMP-0422,Periodo_2023,3,Medio
EMP-0422,Periodo_2024,3,Medio
EMP-0422,Periodo_2025,4,Bajo
EMP-0423,Periodo_2023,4,Medio
EMP-0423,Periodo_2024,4,Bajo
EMP-0423,Periodo_2025,4,Bajo
EMP-0424,Periodo_2023,5,Medio
EMP-0424,Periodo_2024,3,Medio
EMP-0424,Periodo_2025,4,Alto
EMP-0425,Periodo_2023,4,Alto
EMP-0425,Periodo_2024,4,Medio
EMP-0425,Periodo_2025,1,Bajo
EMP-0426,Periodo_2023,4,Medio
EMP-0426,Periodo_2024,4,Medio
EMP-0426,Periodo_2025,4,Medio
EMP-0427,Periodo_2023,3,Medio
EMP-0427,Periodo_2024,1,Alto
EMP-0427,Periodo_2025,2,Alto
EMP-0428,Periodo_2023,3,Bajo
EMP-0428,Periodo_2024,1,Bajo
EMP-0428,Periodo_2025,2,Bajo
EMP-0429,Periodo_2023,4,Alto
EMP-0429,Periodo_2024,4,Alto
EMP-0429,Periodo_2025,2,Medio
EMP-0430,Periodo_2023,3,Bajo
EMP-0430,Periodo_2024,4,Alto
EMP-0430,Periodo_2025,4,Alto
EMP-0431,Periodo_2023,3,Medio
EMP-0431,Periodo_2024,3,Alto
EMP-0431,Periodo_2025,5,Medio
EMP-0432,Periodo_2023,2,Medio
EMP-0432,Periodo_2024,3,Alto
EMP-0432,Periodo_2025,2,Medio
EMP-0433,Periodo_2023,3,Alto
EMP-0433,Periodo_2024,2,Medio
EMP-0433,Periodo_2025,1,Bajo
EMP-0434,Periodo_2023,3,Alto
EMP-0434,Periodo_2024,4,Medio
EMP-0434,Periodo_2025,3,Alto
EMP-0435,Periodo_2023,3,Bajo
EMP-0435,Periodo_2024,2,Medio
EMP-0435,Periodo_2025,2,Alto
EMP-0436,Periodo_2023,4,Bajo
EMP-0436,Periodo_2024,4,Medio
EMP-0436,Periodo_2025,3,Medio
EMP-0437,Periodo_2023,4,Alto
EMP-0437,Periodo_2024,4,Alto
EMP-0437,Periodo_2025,3,Medio
EMP-0438,Periodo_2023,3,Alto
EMP-0438,Periodo_2024,3,Bajo
EMP-0438,Periodo_2025,3,Medio
